Ensembl Gene ID,Human Ensembl Gene ID,% Identity with respect to query gene,"Orthology confidence [0 low, 1 high]",Human Chromosome Name,Human Chromosome Start (bp),Human Chromosome End (bp)
YPL186C,,,,,,
YBL084C,ENSG00000004897,28,1,17,47117703,47189422
YOR352W,,,,,,
YDL030W,ENSG00000183431,22,1,1,37956975,37990921
YDL030W,ENSG00000143751,8,1,1,225982702,225999331
YLR406C-A,,,,,,
YAL013W,,,,,,
YLR294C,,,,,,
YBR012C,,,,,,
YJL031C,ENSG00000100949,34,1,14,24265538,24271739
YKR084C,,,,,,
YDL104C,ENSG00000128694,29,1,2,189746660,189763227
YHR175W,ENSG00000136867,20,1,9,113150942,113164137
YHR175W,ENSG00000136868,25,1,9,113221562,113264492
YGR174W-A,,,,,,
YBL008W-A,,,,,,
YBR002C,ENSG00000117682,38,1,1,26432282,26471294
YBR246W,ENSG00000148399,26,1,9,137554904,137578935
YDR119W-A,,,,,,
YHR121W,ENSG00000161654,24,1,17,44034635,44067619
YEL017W,,,,,,
YDL067C,,,,,,
YKL180W,ENSG00000177576,38,1,18,49477250,49492565
YKL180W,ENSG00000215472,52,1,18,49481681,49491586
YKL180W,ENSG00000265681,53,1,18,49488453,49492565
YGR037C,ENSG00000155368,47,1,2,119366921,119372560
YGR037C,ENSG00000176244,44,1,10,15077523,15088776
YML123C,,,,,,
YDR280W,ENSG00000120699,25,1,13,36998816,37009613
YDR280W,ENSG00000075914,21,1,3,44975241,45036066
YDR280W,ENSG00000123737,31,1,4,121801317,121817021
YBR191W,ENSG00000122026,59,1,13,27251309,27256691
YGL083W,ENSG00000136021,22,1,12,100267140,100341724
YML133W-B,,,,,,
YMR229C,ENSG00000148843,25,1,10,103396648,103446292
YAL068C,,,,,,
YAL060W,,,,,,
YCL036W,,,,,,
YIL156W,,,,,,
YPL046C,ENSG00000154582,37,1,8,73939169,73972287
YDL206W,,,,,,
YCR019W,,,,,,
YGR025W,,,,,,
YIL072W,ENSG00000176635,10,1,22,30080174,30177075
YIL072W,ENSG00000143452,14,1,1,150698060,150720888
Q0060,,,,,,
YDL122W,,,,,,
YPL136W,,,,,,
YBR218C,ENSG00000173599,53,1,11,66848233,66958376
YJL207C,ENSG00000129493,16,1,14,31291791,31420582
YJL207C,ENSG00000008869,16,1,2,36968383,37084342
YBL069W,,,,,,
YOR361C,ENSG00000106263,28,1,7,2354086,2380745
YGR050C,,,,,,
YKR029C,,,,,,
YML031W,,,,,,
YNR014W,,,,,,
YBL035C,ENSG00000014138,21,1,11,65261762,65305589
YBR166C,,,,,,
YHR087W,,,,,,
YDR151C,ENSG00000128016,13,1,19,39406813,39409412
YDR151C,ENSG00000152518,13,1,2,43222402,43226609
YDR151C,ENSG00000185650,14,1,14,68787660,68796253
YGL026C,,,,,,
YDR271C,,,,,,
YDR433W,,,,,,
YER047C,ENSG00000132436,23,1,7,50444128,50542535
YER047C,ENSG00000278685,11,1,7,151190873,151205496
YER047C,ENSG00000182263,20,1,2,163593396,163736012
YER047C,ENSG00000132321,10,1,2,236324147,236507542
YER047C,ENSG00000021574,23,1,2,32063611,32157637
YEL050C,ENSG00000112651,24,1,6,43054029,43059806
YKL136W,,,,,,
YGL036W,,,,,,
YIL093C,,,,,,
YDL087C,ENSG00000146963,28,1,7,139340359,139423457
YDL087C,ENSG00000007392,28,1,16,188969,229463
YDL087C,ENSG00000108848,23,1,17,50719544,50756213
YDL087C,ENSG00000269955,28,1,7,139341360,139422599
YPL135W,ENSG00000136003,60,1,12,108562582,108569384
YOR326W,ENSG00000169994,25,1,2,127535802,127637729
YOR326W,ENSG00000068137,3,1,17,42667914,42676994
YOR326W,ENSG00000099331,22,1,19,17075781,17214537
YOR326W,ENSG00000137474,25,1,11,77128264,77215239
YOR326W,ENSG00000041515,17,1,13,108596152,109208007
YOR326W,ENSG00000071909,18,1,2,170178145,170655171
YOR326W,ENSG00000095777,19,1,10,25934267,26212527
YOR326W,ENSG00000145555,22,1,5,16661914,16936276
YOR326W,ENSG00000066933,23,1,15,71822289,72118577
YNL195C,,,,,,
YBR143C,ENSG00000120705,67,1,5,138506095,138543300
YDR374W-A,,,,,,
YNR068C,,,,,,
YJR064W,ENSG00000150753,58,1,5,10249921,10266412
YPL074W,ENSG00000132436,26,1,7,50444128,50542535
YPL074W,ENSG00000278685,13,1,7,151190873,151205496
YPL074W,ENSG00000182263,18,1,2,163593396,163736012
YPL074W,ENSG00000132321,12,1,2,236324147,236507542
YPL074W,ENSG00000021574,27,1,2,32063611,32157637
YLR426W,ENSG00000162496,21,1,1,12567910,12617731
YLR426W,ENSG00000121039,21,1,8,73294612,73325281
YLR426W,ENSG00000170786,21,1,8,56300010,56320776
YLR426W,ENSG00000198189,18,1,4,87336610,87391386
YLR426W,ENSG00000170509,20,1,4,87303789,87322906
YGR035W-A,,,,,,
YOR276W,,,,,,
YCL058C,,,,,,
YGR261C,ENSG00000132842,25,1,5,78000525,78294755
YGR261C,ENSG00000103723,26,1,15,82659281,82709914
YBL102W,ENSG00000173349,22,1,2,127701508,127705242
YGR049W,,,,,,
YLR335W,,,,,,
YGL053W,,,,,,
YHR156C,,,,,,
YIR012W,,,,,,
YDR129C,ENSG00000120756,37,1,3,142596387,142713664
YDR129C,ENSG00000102024,38,1,X,115561174,115650861
YDR129C,ENSG00000281638,37,1,X,115622308,115649561
YDR129C,ENSG00000136167,37,1,13,46125920,46211871
YLL026W,ENSG00000162129,16,1,11,72292425,72434680
YLR056W,ENSG00000109929,37,1,11,121292453,121308694
YMR283C,,,,,,
YML133C,,,,,,
YER083C,,,,,,
YGL132W,,,,,,
YLR110C,,,,,,
YGR099W,,,,,,
YBR137W,,,,,,
YJR062C,,,,,,
YNL094W,,,,,,
YNL281W,ENSG00000173209,1,1,2,61177418,61191203
YNL281W,ENSG00000100591,26,1,14,77457870,77469474
YHR022C,,,,,,
YAR033W,,,,,,
YDR320W-B,,,,,,
YFL020C,,,,,,
YCL001W-A,,,,,,
YHR001W-A,,,,,,
YGR010W,ENSG00000163864,17,1,3,139560180,139678017
YGR010W,ENSG00000173614,25,1,1,9943428,9985501
YGR010W,ENSG00000157064,21,1,1,183248237,183418602
YDL098C,,,,,,
YMR150C,ENSG00000148950,29,1,11,31432401,31509645
YLR282C,,,,,,
YGL024W,,,,,,
YBR057C,,,,,,
YOR153W,,,,,,
YPL032C,,,,,,
YLR034C,ENSG00000110911,30,1,12,50979401,51028566
YLR034C,ENSG00000018280,30,1,2,218382029,218396894
YGR157W,,,,,,
YOR277C,,,,,,
YCL047C,,,,,,
YBR284W,,,,,,
YBL027W,ENSG00000108298,57,1,17,39200283,39204727
YMR018W,ENSG00000139197,22,1,12,7188685,7218574
YMR018W,ENSG00000114757,20,1,3,179794958,180037053
YNL213C,,,,,,
YGR238C,ENSG00000111727,12,1,12,104064457,104106524
YGR238C,ENSG00000128607,8,1,7,130070510,130135720
YGR238C,ENSG00000172534,15,1,X,153947553,153971807
YGR238C,ENSG00000197776,10,1,14,49693105,49753152
YGR238C,ENSG00000124702,8,1,6,43014103,43021298
YGR238C,ENSG00000099949,10,1,22,20979462,20999038
YGR238C,ENSG00000136933,9,1,9,125200542,125234158
YGR238C,ENSG00000165516,10,1,14,49767608,49786385
YGR125W,,,,,,
YML100W-A,,,,,,
YKL130C,,,,,,
YDR536W,ENSG00000160326,18,1,9,133471095,133479137
YDR536W,ENSG00000136856,20,1,9,127397138,127408424
YNR058W,,,,,,
YML103C,,,,,,
YIL051C,ENSG00000132541,30,1,8,98102344,98117241
YOR104W,,,,,,
YOR305W,,,,,,
YDR183C-A,,,,,,
YLR059C,ENSG00000076043,32,1,11,114439386,114450279
YPL129W,,,,,,
YNL337W,,,,,,
YER079W,,,,,,
YKR063C,,,,,,
YMR230W-A,,,,,,
YLL009C,,,,,,
YFL057C,,,,,,
YPR003C,,,,,,
YAL045C,,,,,,
YGL064C,,,,,,
YDR107C,ENSG00000101337,32,1,20,32109506,32167258
YDR107C,ENSG00000100926,25,1,14,24189143,24195687
YDR107C,ENSG00000254692,25,1,14,24189157,24213473
YDR107C,ENSG00000077147,24,1,10,96518109,96587452
YDR107C,ENSG00000125304,33,1,13,99501417,99564006
YJR059W,,,,,,
YDR461C-A,,,,,,
YML117W,,,,,,
YOR095C,ENSG00000153574,42,1,2,88691644,88750935
YIL082W,ENSG00000145723,10,1,5,103086000,103120151
YLR158C,,,,,,
YMR116C,ENSG00000148225,19,1,9,113313222,113340298
YMR116C,ENSG00000204628,52,1,5,181236909,181248096
YKL091C,ENSG00000103184,25,1,16,4958317,5019158
YKL091C,ENSG00000249590,10,1,22,30409255,30428990
YKL091C,ENSG00000100012,23,1,22,30447959,30472049
YKL091C,ENSG00000133488,25,1,22,30488913,30505711
YKL091C,ENSG00000100003,24,1,22,30396857,30425317
YKL091C,ENSG00000129657,27,1,17,77086716,77217101
YKL091C,ENSG00000214491,22,1,22,30522799,30546682
YKL096W,,,,,,
YFL063W,,,,,,
YJL219W,ENSG00000160326,18,1,9,133471095,133479137
YJL219W,ENSG00000136856,20,1,9,127397138,127408424
YKR106W,,,,,,
YCL054W,ENSG00000108592,36,1,17,63819433,63830012
YDR412W,,,,,,
YDR110W,,,,,,
YMR020W,,,,,,
YPR082C,ENSG00000140830,35,1,16,72044289,72094431
YPR082C,ENSG00000141759,63,1,18,79970811,80033949
YJL193W,,,,,,
YAL063C-A,,,,,,
YOR047C,,,,,,
YDR210C-D,,,,,,
YDR123C,,,,,,
YBR149W,,,,,,
YBR196C-B,,,,,,
YDL225W,,,,,,
YNR003C,ENSG00000132664,24,1,20,18467127,18484643
YOR150W,ENSG00000172172,34,1,8,120380761,120445402
YGR030C,,,,,,
YNL112W,ENSG00000100201,56,1,22,38483440,38507660
YNL112W,ENSG00000198231,37,1,17,63773603,63819317
YNL112W,ENSG00000108654,55,1,17,64499616,64508199
YNL112W,ENSG00000184735,35,1,X,22999961,23003589
YNL112W,ENSG00000080007,38,1,6,73394748,73417569
YNL261W,,,,,,
YDR389W,,,,,,
YDR226W,ENSG00000004455,57,1,1,33007940,33080996
YBR172C,,,,,,
YPR153W,,,,,,
YHR050W-A,,,,,,
YML003W,,,,,,
YJL080C,ENSG00000122870,9,1,10,58513140,58831437
YJL080C,ENSG00000115677,18,1,2,241227264,241317061
YIL144W,ENSG00000080986,19,1,18,2571511,2616635
YLR399W-A,,,,,,
YOR089C,ENSG00000080371,37,1,12,71754874,71800285
YOR089C,ENSG00000267261,43,1,17,42119674,42154916
YOR089C,ENSG00000139832,32,1,13,110523066,110561733
YOR089C,ENSG00000168461,40,1,18,9708165,9862551
YOR089C,ENSG00000124839,41,1,2,237574322,237601614
YOR089C,ENSG00000169228,34,1,5,177301198,177303744
YOR089C,ENSG00000124209,39,1,20,58309696,58367507
YOR089C,ENSG00000144566,53,1,3,19947079,19985175
YOR089C,ENSG00000108774,52,1,17,42124976,42155044
YOR089C,ENSG00000111540,53,1,12,55973913,55996683
YJR022W,,,,,,
YPR034W,,,,,,
YIL126W,ENSG00000080503,36,1,9,2015219,2193624
YIL126W,ENSG00000127616,36,1,19,10961001,11065395
YIL148W,ENSG00000221983,90,1,19,18571730,18577550
YIL148W,ENSG00000170315,60,1,17,16380798,16382745
YIL148W,ENSG00000213886,20,1,6,29555515,29559925
YIL148W,ENSG00000263563,61,1,17,22202995,22205156
YIL148W,ENSG00000150991,60,1,12,124911604,124917368
YER076W-A,,,,,,
YDR477W,ENSG00000075413,29,1,14,103385392,103503831
YDR477W,ENSG00000072518,27,1,11,63838928,63911019
YDR477W,ENSG00000116141,27,1,1,220528183,220664461
YDR477W,ENSG00000132356,36,1,5,40759379,40798374
YDR477W,ENSG00000142178,26,1,21,43414515,43427128
YDR477W,ENSG00000007047,26,1,19,45079288,45305283
YDR477W,ENSG00000163545,23,1,1,205302059,205321755
YDR477W,ENSG00000074590,23,1,12,106063340,106140033
YDR477W,ENSG00000275993,26,1,21,6111134,6123739
YDR477W,ENSG00000160584,24,1,11,116843402,117098437
YDR477W,ENSG00000170145,24,1,11,111602391,111730853
YDR477W,ENSG00000177453,20,1,5,43192071,43280850
YDR477W,ENSG00000163788,21,1,3,43286512,43424764
YDR477W,ENSG00000162409,38,1,1,56645322,56715335
YKL061W,,,,,,
YMR316C-B,,,,,,
YPL194W,,,,,,
YDL026W,,,,,,
YOR219C,ENSG00000074603,17,1,15,65442463,65517704
YOR219C,ENSG00000197635,19,1,2,161992241,162074542
YOR219C,ENSG00000078098,20,1,2,162170684,162245151
YOR219C,ENSG00000142002,17,1,19,4675224,4724673
YOR219C,ENSG00000130226,19,1,7,153887097,154894285
YOR219C,ENSG00000175497,19,1,2,114442299,115845752
YGR122C-A,,,,,,
YBR164C,ENSG00000143862,31,1,1,202133404,202144743
YBR164C,ENSG00000213465,44,1,11,65014113,65022184
YBR164C,ENSG00000138175,42,1,10,102673731,102714407
YBR164C,ENSG00000185305,32,1,5,53883945,54310582
YBR164C,ENSG00000273003,28,1,11,65014182,65040570
YBR164C,ENSG00000196503,20,1,4,56505343,56524448
YBR164C,ENSG00000175414,28,1,5,176365468,176401865
YBR164C,ENSG00000152213,34,1,13,49628299,49633872
YBR164C,ENSG00000134108,29,1,3,5122220,5180912
YBR164C,ENSG00000120805,63,1,12,101393120,101407820
YCR102C,,,,,,
YMR060C,,,,,,
YIL076W,,,,,,
YBR217W,,,,,,
YIR014W,,,,,,
YMR245W,,,,,,
YBR109W-A,,,,,,
YOR178C,,,,,,
YPL068C,,,,,,
YGR117C,,,,,,
YKR080W,,,,,,
YHR137C-A,,,,,,
YDR014W,,,,,,
YOR314W,,,,,,
YGR275W,,,,,,
YGR212W,,,,,,
YNL210W,,,,,,
YGL233W,ENSG00000138190,15,1,10,92834713,93059493
YGL233W,ENSG00000144036,16,1,2,72175984,72826041
YJR115W,,,,,,
YLR457C,,,,,,
YBR030W,,,,,,
YPL225W,ENSG00000102390,42,1,X,76172936,76178204
YJR036C,ENSG00000138641,20,1,4,88521048,88708542
YJR036C,ENSG00000138642,17,1,4,88378739,88443111
YJR036C,ENSG00000166965,1,1,15,90954870,90963125
YJR036C,ENSG00000138646,17,1,4,88457117,88506163
YJR036C,ENSG00000114062,22,1,15,25333728,25439056
YJR036C,ENSG00000148634,20,1,10,67921899,68075348
YJR036C,ENSG00000165338,24,1,10,91410285,91514829
YDR138W,,,,,,
YMR195W,,,,,,
YGR004W,,,,,,
YFL008W,ENSG00000077935,26,1,22,45344063,45413619
YFL008W,ENSG00000072501,29,1,X,53374149,53422728
YDR054C,,,,,,
YDL119C,ENSG00000144659,31,1,3,39383348,39397351
YLR465C,,,,,,
YPR134W,,,,,,
YIL046W-A,,,,,,
YER188W,,,,,,
YMR301C,ENSG00000131269,44,1,X,75053172,75156732
YMR301C,ENSG00000115657,36,1,2,219209768,219218990
YNL179C,,,,,,
YPR116W,,,,,,
YNL253W,,,,,,
YDR278C,,,,,,
YDR199W,,,,,,
YOL103W,ENSG00000151229,24,1,12,39755021,40106089
YOL103W,ENSG00000197496,19,1,20,46709487,46736347
YOL103W,ENSG00000146411,22,1,6,133988697,134052636
YLR386W,ENSG00000103043,29,1,16,70687439,70801161
YNL143C,,,,,,
YFR045W,,,,,,
YER181C,,,,,,
YBR037C,ENSG00000133028,30,1,17,10672474,10698375
YBR037C,ENSG00000130489,28,1,22,50523568,50526439
YPR145W,ENSG00000070669,36,1,7,97852118,97872542
YMR123W,,,,,,
YNR024W,,,,,,
YER133W,ENSG00000213639,79,1,2,28751640,28802940
YER133W,ENSG00000172531,83,1,11,67398183,67421183
YER133W,ENSG00000186298,82,1,12,110719680,110742939
YNL019C,,,,,,
YOR396W,,,,,,
YKR079C,ENSG00000006744,24,1,17,12992391,13018187
YOR303W,,,,,,
YLL004W,,,,,,
YLR221C,,,,,,
YNL152W,,,,,,
YPL033C,,,,,,
YCR098C,,,,,,
YJR140C,,,,,,
YJL111W,ENSG00000135624,62,1,2,73233420,73253021
YNL244C,ENSG00000114784,59,1,3,40309684,40312424
YNL244C,ENSG00000173812,60,1,17,41688885,41692668
YNL135C,ENSG00000100442,43,1,14,45115600,45135319
YNL135C,ENSG00000096060,44,1,6,35573585,35728583
YNL135C,ENSG00000004478,48,1,12,2794953,2805423
YNL135C,ENSG00000088832,54,1,20,1368978,1393172
YNL135C,ENSG00000077800,30,1,7,73328164,73358637
YNL135C,ENSG00000105701,30,1,19,18531751,18544077
YNL135C,ENSG00000198225,53,1,6,63211446,63213024
YNL135C,ENSG00000119782,53,1,2,24049701,24063681
YHL015W,ENSG00000008988,52,1,8,56067295,56074581
YIL154C,,,,,,
YGR236C,,,,,,
YJL084C,,,,,,
YDL085W,,,,,,
YAR028W,,,,,,
YML115C,,,,,,
YJL150W,,,,,,
YBR278W,,,,,,
YDR236C,ENSG00000135002,27,1,9,76385517,76394517
YPR184W,ENSG00000162688,38,1,1,99850084,99924023
YDR371C-A,,,,,,
YOR018W,,,,,,
YDL191W,ENSG00000136942,52,1,9,124857880,124861981
YDR481C,ENSG00000163295,21,1,2,232456123,232460032
YDR481C,ENSG00000163286,22,1,2,232406843,232410714
YDR481C,ENSG00000163283,21,1,2,232378534,232382889
YDR481C,ENSG00000162551,21,1,1,21509372,21578412
YPR145C-A,,,,,,
YOR349W,,,,,,
YNL150W,,,,,,
YBR144C,,,,,,
YLR433C,ENSG00000138814,46,1,4,101023409,101348278
YLR433C,ENSG00000107758,46,1,10,73436428,73496024
YLR433C,ENSG00000120910,47,1,8,22440819,22541142
YCR018C,,,,,,
YJL002C,ENSG00000163902,25,1,3,128619970,128681075
YFR037C,,,,,,
YLR264W,ENSG00000233927,73,1,19,8321158,8323340
YLR353W,,,,,,
YHL016C,,,,,,
YLR135W,,,,,,
YOL088C,,,,,,
YPL086C,ENSG00000134014,73,1,8,28089673,28191156
YHL044W,,,,,,
YOR209C,,,,,,
YBR027C,,,,,,
YBR023C,,,,,,
YDR142C,ENSG00000112357,28,1,6,136822564,136913937
YIR025W,,,,,,
YER066C-A,,,,,,
YDR036C,ENSG00000198130,26,1,2,190189735,190344193
YBR300C,,,,,,
YOR394C-A,,,,,,
YJR106W,,,,,,
YKL135C,ENSG00000134262,20,1,1,113894748,113905201
YKL135C,ENSG00000006125,36,1,17,35578046,35726409
YKL135C,ENSG00000100280,37,1,22,29327680,29423179
YMR223W,ENSG00000273820,26,1,X,49879948,49882565
YMR223W,ENSG00000123552,24,1,6,99432379,99521728
YMR223W,ENSG00000140455,27,1,15,63504511,63594640
YMR223W,ENSG00000164663,29,1,6,41789896,41895361
YMR223W,ENSG00000124422,31,1,17,20999593,21043760
YMR223W,ENSG00000156256,26,1,21,29024629,29054488
YMR223W,ENSG00000247746,30,1,X,55484616,55489202
YMR223W,ENSG00000136014,29,1,12,95516560,95551490
YML009C-A,,,,,,
YKL120W,ENSG00000162461,33,1,1,15736405,15741396
YKL120W,ENSG00000125434,28,1,17,8287763,8295343
YBL071C-B,,,,,,
YDL040C,ENSG00000172766,27,1,13,41311205,41377030
YDL040C,ENSG00000164134,29,1,4,139301455,139420033
YMR142C,ENSG00000167526,50,1,16,89560657,89566828
YKL089W,,,,,,
YLR239C,ENSG00000175536,18,1,11,74491712,74493733
YMR158W-B,,,,,,
YPL019C,,,,,,
YHR050W,ENSG00000110911,27,1,12,50979401,51028566
YHR050W,ENSG00000018280,27,1,2,218382029,218396894
YLR102C,,,,,,
YPL085W,,,,,,
YJL071W,,,,,,
YJR010W,,,,,,
YJL130C,,,,,,
YCR021C,,,,,,
YPR204C-A,,,,,,
YHR063C,,,,,,
YBR038W,,,,,,
YBR277C,,,,,,
YGL049C,ENSG00000110321,10,1,11,10797050,10809110
YGL049C,ENSG00000114867,17,1,3,184314495,184335358
YGL049C,ENSG00000075151,17,1,1,20806292,21176888
YOL063C,,,,,,
YHR009C,,,,,,
YGR172C,ENSG00000177752,33,1,4,44622065,44678556
YGR172C,ENSG00000145817,34,1,5,144158159,144170714
YLR279W,,,,,,
YGR111W,,,,,,
YLR461W,,,,,,
YOR039W,ENSG00000204435,38,1,6,31665236,31670343
YPR053C,,,,,,
YMR101C,,,,,,
YPL087W,ENSG00000078124,28,1,11,76860867,77026797
YKR105C,,,,,,
YDR135C,ENSG00000069431,28,1,12,21797401,21941402
YDR135C,ENSG00000006071,27,1,11,17392885,17476845
YNL001W,ENSG00000152684,35,1,5,52787940,52804046
YKL015W,,,,,,
YGR094W,ENSG00000137411,38,1,6,30908242,30926459
YGR094W,ENSG00000204394,47,1,6,31777518,31795953
YOL146W,,,,,,
YDL218W,,,,,,
YNL098C,ENSG00000133703,34,1,12,25204789,25250936
YNL098C,ENSG00000126458,30,1,19,49635292,49640201
YNL098C,ENSG00000088320,18,1,20,31475293,31484905
YNL098C,ENSG00000164949,19,1,8,94249253,94262350
YNL098C,ENSG00000139890,17,1,14,22883165,22887686
YNL098C,ENSG00000144118,26,1,2,120240064,120294713
YNL098C,ENSG00000133818,30,1,11,14277926,14364506
YNL098C,ENSG00000158186,30,1,3,138347648,138405534
YNL098C,ENSG00000006451,27,1,7,39623483,39708124
YNL098C,ENSG00000166592,19,1,16,66921679,66925644
YNL098C,ENSG00000187682,22,1,X,48828873,48830138
YNL098C,ENSG00000213281,34,1,1,114704469,114716894
YNL098C,ENSG00000174775,34,1,11,532242,537287
YNL032W,,,,,,
YHR184W,,,,,,
YLR332W,,,,,,
YGR081C,,,,,,
YCL005W-A,,,,,,
YOL156W,ENSG00000160326,18,1,9,133471095,133479137
YOL156W,ENSG00000136856,20,1,9,127397138,127408424
YHR168W,ENSG00000105793,22,1,7,90335223,90391455
YHR168W,ENSG00000101181,27,1,20,62183029,62203568
YBR058C-A,,,,,,
YOR183W,,,,,,
YHR062C,ENSG00000148688,25,1,10,90871716,90908553
YGR248W,ENSG00000130313,31,1,19,17511629,17521288
YKL034W,,,,,,
YMR138W,,,,,,
YOL058W,ENSG00000130707,49,1,9,130444929,130501274
YJL110C,,,,,,
YHL007C,ENSG00000077264,28,1,X,110944285,111227361
YHL007C,ENSG00000149269,28,1,11,77321707,77474635
YHL007C,ENSG00000266173,9,1,17,63702832,63741970
YHL007C,ENSG00000172939,12,1,3,38165089,38255488
YHL007C,ENSG00000198648,12,1,2,167954020,168248141
YHL007C,ENSG00000101349,19,1,20,9537389,9839041
YHL007C,ENSG00000082146,9,1,2,201387858,201480846
YHL007C,ENSG00000137843,18,1,15,40238759,40277487
YHL007C,ENSG00000180370,28,1,3,196739857,196832647
YHL007C,ENSG00000130669,18,1,19,39125770,39182816
YHL007C,ENSG00000259288,18,1,15,40217428,40277486
YPL022W,ENSG00000175595,27,1,16,13920157,13952345
YHR208W,ENSG00000105552,41,1,19,48795062,48811029
YHR208W,ENSG00000060982,44,1,12,24810022,24949459
YAR042W,ENSG00000079156,19,1,2,178194481,178402891
YAR042W,ENSG00000070882,19,1,7,24796539,24981634
YAR042W,ENSG00000130703,14,1,20,62231922,62296213
YAR042W,ENSG00000141447,21,1,18,24162044,24397880
YAR042W,ENSG00000184792,18,1,22,30693782,30907824
YAR042W,ENSG00000110048,19,1,11,59574398,59616144
YAR042W,ENSG00000006025,17,1,17,47807372,47821834
YFL012W-A,,,,,,
YKR013W,ENSG00000122694,16,1,9,36136536,36163913
YJL074C,ENSG00000108055,32,1,10,110567691,110604636
YIR009W,ENSG00000125870,23,1,20,16729961,16742563
YIR009W,ENSG00000077312,27,1,19,40750637,40765389
YLR384C,ENSG00000070061,27,1,9,108867517,108934116
YOR127W,ENSG00000097096,12,1,1,85156873,85201046
YOR127W,ENSG00000089639,11,1,19,19629476,19643667
YOR127W,ENSG00000105137,9,1,19,15107403,15114988
YOR127W,ENSG00000137962,12,1,1,94148988,94275068
YOR127W,ENSG00000159842,11,1,17,1003518,1229021
YOR127W,ENSG00000161800,8,1,12,49976923,50033136
YOR127W,ENSG00000186716,11,1,22,23179704,23318037
YOR127W,ENSG00000180448,13,1,19,1065923,1086628
YPR188C,,,,,,
YKR064W,,,,,,
YGL018C,ENSG00000100209,25,1,22,28742031,28757515
YJL198W,,,,,,
YMR261C,,,,,,
YPL013C,ENSG00000182180,32,1,10,73248843,73252693
YER001W,,,,,,
YOR179C,,,,,,
YBR134W,,,,,,
YGR116W,ENSG00000109111,25,1,17,28662091,28702684
YBR126W-A,,,,,,
YHR213W,,,,,,
YGL234W,ENSG00000159131,45,1,21,33503931,33543491
YPL030W,ENSG00000155275,23,1,4,8436140,8493531
YGR002C,ENSG00000178028,21,1,1,44213455,44220681
YER164W,ENSG00000171316,23,1,8,60678778,60868028
YER164W,ENSG00000153922,35,1,5,98853985,98928957
YER164W,ENSG00000111642,24,1,12,6570083,6607476
YER164W,ENSG00000116254,24,1,1,6101793,6180123
YER164W,ENSG00000173575,36,1,15,92900189,93028005
YER164W,ENSG00000177200,24,1,16,53055033,53329150
YER164W,ENSG00000170004,24,1,17,7884806,7912760
YER164W,ENSG00000124177,24,1,20,41402101,41618494
YER164W,ENSG00000100888,23,1,14,21385194,21456126
YPR108W,ENSG00000163636,30,1,3,64010549,64024010
YPR108W,ENSG00000169727,19,1,17,82050691,82057470
YDR385W,,,,,,
YDR480W,,,,,,
YBR109C,ENSG00000178372,37,1,10,5498697,5499555
YBR109C,ENSG00000167791,37,1,11,67518912,67523428
YBR109C,ENSG00000160014,60,1,19,46601074,46610793
YBR109C,ENSG00000178363,56,1,10,5524009,5526771
YBR109C,ENSG00000175544,37,1,11,67452406,67460313
YBR109C,ENSG00000143933,60,1,2,47160082,47176601
YBR109C,ENSG00000105507,36,1,19,48029953,48044053
YBR109C,ENSG00000157782,33,1,12,120640552,120667324
YBR109C,ENSG00000114854,39,1,3,52451102,52454070
YBR109C,ENSG00000129007,39,1,15,68190705,68206110
YBR109C,ENSG00000169885,35,1,1,1914827,1917296
YBR109C,ENSG00000198668,60,1,14,90396502,90408261
YBR109C,ENSG00000101470,43,1,20,45823214,45833745
YMR271C,,,,,,
YOR306C,,,,,,
YGR112W,ENSG00000148290,22,1,9,133351755,133356676
YBL089W,ENSG00000166558,17,1,16,84009667,84042636
YBL089W,ENSG00000103042,20,1,16,58665109,58685104
YLL012W,,,,,,
YLR213C,,,,,,
YMR013C-A,,,,,,
YHR082C,,,,,,
YLR013W,,,,,,
YDR439W,,,,,,
YDR381W,,,,,,
YDR349C,,,,,,
YLL028W,,,,,,
YJR010C-A,,,,,,
YLR408C,,,,,,
YPL121C,,,,,,
YDR290W,,,,,,
YNL323W,ENSG00000235156,3,1,3,100185824,100194191
YNL323W,ENSG00000112697,27,1,6,75252924,75284968
YNL323W,ENSG00000182107,22,1,14,61277370,61281840
YGR254W,,,,,,
YPR067W,ENSG00000165898,25,1,14,74493720,74497106
YIL145C,,,,,,
YBL112C,,,,,,
YMR209C,,,,,,
YPR102C,ENSG00000142676,69,1,1,23691779,23696425
YLR168C,ENSG00000141391,22,1,18,12407896,12432238
YLR168C,ENSG00000101166,21,1,20,59033145,59042909
YPL123C,,,,,,
YOR172W,,,,,,
YJL149W,,,,,,
YGR159C,ENSG00000115053,28,1,2,231453531,231483641
YNL331C,,,,,,
YML058W-A,,,,,,
YOL160W,,,,,,
YKR075C,,,,,,
YDR066C,,,,,,
YDR325W,ENSG00000109805,20,1,4,17810902,17844862
YHR006W,,,,,,
YNL203C,,,,,,
YGL040C,ENSG00000148218,50,1,9,113386317,113401333
YOR259C,ENSG00000100519,60,1,14,52707172,52728587
YBL041W,ENSG00000008018,44,1,6,170535117,170553341
YDL085C-A,,,,,,
YER084W,,,,,,
YPL192C,,,,,,
YGL030W,ENSG00000156482,58,1,8,98024851,98046469
YNL009W,ENSG00000182054,60,1,15,90083045,90102504
YNL009W,ENSG00000138413,58,1,2,208236227,208266074
YBR108W,,,,,,
