"","Ensembl.Gene.ID","Human.Ensembl.Gene.ID","X..Identity.with.respect.to.query.gene","Orthology.confidence..0.low..1.high.","Human.Chromosome.Name","Human.Chromosome.Start..bp.","Human.Chromosome.End..bp.","essential"
"5610","YMR001C","ENSG00000142731",21,1,"4",127880861,127899195,TRUE
"5611","YMR001C","ENSG00000145632",29,1,"5",58453982,58460260,TRUE
"5612","YMR001C","ENSG00000185988",10,1,"19",1524074,1535456,TRUE
"5613","YGL227W","ENSG00000010017",11,1,"6",13621498,13711564,FALSE
"5614","YGL227W","ENSG00000141084",12,1,"16",67723066,67806652,FALSE
"5615","YGL227W","ENSG00000167778",5,1,"12",53064316,53079420,FALSE
"5616","YLR406C","ENSG00000071082",57,1,"2",101001715,101024032,FALSE
"5619","YDR299W","ENSG00000275700",22,1,"17",36948875,37056871,TRUE
"5623","YAL003W","ENSG00000114942",50,1,"2",206159585,206162928,TRUE
"5624","YAL003W","ENSG00000104529",43,1,"8",143579697,143599541,TRUE
"5627","YBR187W","ENSG00000134851",34,1,"4",55395957,55453397,FALSE
"5634","YAL054C","ENSG00000081760",19,1,"12",125065379,125143333,FALSE
"5635","YAL054C","ENSG00000005187",20,1,"16",20610243,20797581,FALSE
"5636","YAL054C","ENSG00000173124",13,1,"10",95194200,95228928,FALSE
"5637","YAL054C","ENSG00000183549",21,1,"16",20409534,20441336,FALSE
"5638","YAL054C","ENSG00000131069",42,1,"20",34872146,34927962,FALSE
"5639","YAL054C","ENSG00000066813",20,1,"16",20536226,20576427,FALSE
"5640","YAL054C","ENSG00000154930",42,1,"20",25006230,25058980,FALSE
"5641","YAL054C","ENSG00000111058",32,1,"12",80936414,81261205,FALSE
"5642","YAL054C","ENSG00000215009",21,1,"12",7304284,7328724,FALSE
"5643","YAL054C","ENSG00000183747",20,1,"16",20451461,20487667,FALSE
"5644","YAL054C","ENSG00000166743",19,1,"16",20623237,20698890,FALSE
"5649","YBR055C","ENSG00000101161",28,1,"20",63981135,64033100,TRUE
"5650","YIL018W","ENSG00000161016",72,1,"8",144789765,144792587,FALSE
"5652","YGR040W","ENSG00000102882",47,1,"16",30114105,30123506,FALSE
"5653","YGR040W","ENSG00000069956",34,1,"15",51952106,52067372,FALSE
"5654","YGR040W","ENSG00000166484",47,1,"17",19377721,19383544,FALSE
"5655","YGR040W","ENSG00000100030",49,1,"22",21754500,21867680,FALSE
"5656","YGR040W","ENSG00000141639",32,1,"18",50560078,50731824,FALSE
"5657","YGR040W","ENSG00000087095",38,1,"17",28041737,28196381,FALSE
"5658","YJR103W","ENSG00000171793",56,1,"1",40979335,41012565,FALSE
"5659","YJR103W","ENSG00000047230",54,1,"X",16588003,16712936,FALSE
"5661","YOR191W","ENSG00000071794",13,1,"3",149030127,149086554,FALSE
"5662","YOR191W","ENSG00000116830",14,1,"1",117060303,117107453,FALSE
"5664","YGL210W","ENSG00000132698",49,1,"1",156061160,156070514,FALSE
"5665","YGL210W","ENSG00000167578",39,1,"19",40778216,40796944,FALSE
"5666","YGL210W","ENSG00000137502",36,1,"11",82973133,83071923,FALSE
"5667","YGL210W","ENSG00000129472",39,1,"14",21459020,21476973,FALSE
"5668","YGL210W","ENSG00000168118",39,1,"1",229271062,229305894,FALSE
"5669","YGL210W","ENSG00000172780",37,1,"3",129087569,129122801,FALSE
"5670","YGL210W","ENSG00000103769",58,1,"15",65726054,65891991,FALSE
"5671","YGL210W","ENSG00000171570",39,1,"19",40778242,40808198,FALSE
"5672","YGL210W","ENSG00000188060",14,1,"1",28592200,28595443,FALSE
"5673","YGL210W","ENSG00000155961",36,1,"X",155258241,155264589,FALSE
"5674","YGL210W","ENSG00000104388",39,1,"8",60516857,60623627,FALSE
"5675","YGL210W","ENSG00000119396",44,1,"9",121178137,121223014,FALSE
"5676","YGL210W","ENSG00000179331",34,1,"11",107928503,107963482,FALSE
"5677","YGL210W","ENSG00000185236",59,1,"19",8389981,8404434,FALSE
"5678","YGL210W","ENSG00000146955",34,1,"7",140404043,140426250,FALSE
"5679","YML036W","ENSG00000144034",29,1,"2",73729104,73737400,FALSE
"5683","YLR293C","ENSG00000132341",80,1,"12",130871879,130877678,TRUE
"5685","YHR031C","ENSG00000140451",4,1,"15",64815632,64825668,FALSE
"5694","YGL123W","ENSG00000140988",57,1,"16",1962052,1964860,TRUE
"5695","YOL115W","ENSG00000121274",22,1,"16",50152918,50235310,FALSE
"5696","YOL115W","ENSG00000112941",20,1,"5",6714605,6757048,FALSE
"5697","YOR231W","ENSG00000157764",19,1,"7",140719327,140924764,FALSE
"5698","YOR231W","ENSG00000078061",18,1,"X",47561100,47571920,FALSE
"5699","YOR231W","ENSG00000143674",17,1,"1",233327768,233385148,FALSE
"5700","YOR231W","ENSG00000073803",18,1,"3",185282941,185489097,FALSE
"5701","YOR231W","ENSG00000173327",18,1,"11",65597755,65615382,FALSE
"5702","YOR231W","ENSG00000139625",17,1,"12",53479669,53500063,FALSE
"5703","YOR231W","ENSG00000135341",14,1,"6",90513573,90587045,FALSE
"5704","YOR231W","ENSG00000166333",9,1,"11",6603708,6610874,FALSE
"5705","YOR231W","ENSG00000141068",17,1,"17",27456714,27626438,FALSE
"5706","YOR231W","ENSG00000171435",17,1,"12",117453012,117968983,FALSE
"5707","YOR231W","ENSG00000006432",17,1,"14",70722526,70809534,FALSE
"5708","YOR231W","ENSG00000132155",19,1,"3",12583601,12664226,FALSE
"5709","YOR231W","ENSG00000130758",17,1,"19",40191744,40215575,FALSE
"5710","YOR231W","ENSG00000259030",17,1,"1",74198235,74543982,FALSE
"5711","YOR231W","ENSG00000116783",17,1,"1",74235401,74544428,FALSE
"5712","YOR231W","ENSG00000172680",13,1,"8",56112942,56113982,FALSE
"5713","YOR231W","ENSG00000091436",15,1,"2",173075435,173268010,FALSE
"5720","YIL064W","ENSG00000258539",28,1,"10",124617080,124791727,FALSE
"5721","YIL064W","ENSG00000203791",30,1,"10",124748149,124791870,FALSE
"5722","YDR165W","ENSG00000160193",21,1,"21",42843094,42879568,FALSE
"5725","YHR144C","ENSG00000129187",14,1,"4",182890060,182917936,FALSE
"5726","YPL198W","ENSG00000147604",49,1,"8",73290267,73295789,FALSE
"5727","YPL198W","ENSG00000146223",25,1,"6",42879618,42889925,FALSE
"5731","YER057C","ENSG00000132541",36,1,"8",98102344,98117241,FALSE
"5737","YLR333C","ENSG00000118181",45,1,"11",119015712,119018691,FALSE
"5738","YGL087C","ENSG00000244687",50,1,"20",50081124,50115959,FALSE
"5739","YGL087C","ENSG00000169139",48,1,"8",48008400,48064708,FALSE
"5741","YDL101C","ENSG00000133083",30,1,"13",35768652,36131306,FALSE
"5742","YDL101C","ENSG00000170390",31,1,"4",150078274,150257457,FALSE
"5743","YDL101C","ENSG00000184304",22,1,"14",29576479,30191898,FALSE
"5744","YDL101C","ENSG00000105287",22,1,"19",46674275,46717127,FALSE
"5745","YDL101C","ENSG00000156873",20,1,"16",30748270,30761176,FALSE
"5746","YDL101C","ENSG00000115825",23,1,"2",37250502,37324808,FALSE
"5747","YDL101C","ENSG00000130413",20,1,"11",8391868,8594289,FALSE
"5748","YDL101C","ENSG00000077279",9,1,"X",111293780,111412375,FALSE
"5749","YDL101C","ENSG00000164776",20,1,"7",56080283,56092996,FALSE
"5750","YDL101C","ENSG00000163673",25,1,"3",36712422,36739861,FALSE
"5753","YDL102W","ENSG00000062822",47,1,"19",50384204,50418018,TRUE
"5755","YGR276C","ENSG00000005189",21,1,"16",20806429,20849668,FALSE
"5756","YGR276C","ENSG00000079313",18,1,"19",1815246,1848463,FALSE
"5758","YJL081C","ENSG00000136518",24,1,"3",179562880,179588408,TRUE
"5759","YJL081C","ENSG00000077080",25,1,"7",100643097,100656461,TRUE
"5764","YDL141W","ENSG00000159267",23,1,"21",36750888,36990236,TRUE
"5766","YML010W","ENSG00000196235",24,1,"19",39436156,39476670,TRUE
"5770","YDR328C","ENSG00000272772",11,1,"5",134167170,134226071,TRUE
"5771","YDR328C","ENSG00000113558",43,1,"5",134148935,134177038,TRUE
"5773","YGR021W","ENSG00000136463",24,1,"17",63600872,63608365,FALSE
"5774","YPL237W","ENSG00000125977",46,1,"20",34088298,34112332,TRUE
"5775","YKR056W","ENSG00000188917",12,1,"X",101009346,101052116,FALSE
"5776","YKR056W","ENSG00000099899",15,1,"22",20111866,20117392,FALSE
"5777","YMR224C","ENSG00000020922",35,1,"11",94415578,94493908,FALSE
"5778","YPR105C","ENSG00000103051",18,1,"16",70480568,70523565,TRUE
"5784","YHR021C","ENSG00000177954",71,1,"1",153990759,153992150,FALSE
"5785","YHR021C","ENSG00000185088",70,1,"15",63125872,63158021,FALSE
"5787","YOL140W","ENSG00000113492",27,1,"5",34998101,35048135,FALSE
"5788","YOL140W","ENSG00000164089",22,1,"4",108742040,108763054,FALSE
"5789","YOL140W","ENSG00000175309",22,1,"5",178208497,178232791,FALSE
"5792","YNR020C","ENSG00000166896",26,1,"12",57941541,57957269,FALSE
"5793","YOR206W","ENSG00000188976",26,1,"1",944204,959309,TRUE
"5795","YDL132W","ENSG00000166266",21,1,"11",108008733,108107776,TRUE
"5796","YDL132W","ENSG00000108094",27,1,"10",35008551,35090642,TRUE
"5797","YDL132W","ENSG00000139842",21,1,"13",113208193,113267108,TRUE
"5798","YDL132W","ENSG00000036257",21,1,"2",224470150,224585397,TRUE
"5799","YDL132W","ENSG00000055130",31,1,"7",148697914,148801036,TRUE
"5800","YDL132W","ENSG00000158290",22,1,"X",120524609,120575794,TRUE
"5807","YDR283C","ENSG00000055332",7,1,"2",37099210,37157065,FALSE
"5808","YDR283C","ENSG00000172071",10,1,"2",88556741,88627576,FALSE
"5809","YDR283C","ENSG00000128829",21,1,"15",39934146,40035591,FALSE
"5810","YDR283C","ENSG00000086232",8,1,"7",6022244,6059230,FALSE
"5814","YMR143W","ENSG00000105193",64,1,"19",39433207,39435948,FALSE
"5817","YGR175C","ENSG00000104549",36,1,"8",124998497,125022283,TRUE
"5819","YKR072C","ENSG00000138621",14,1,"15",75023555,75117462,FALSE
"5820","YNL265C","ENSG00000182149",28,1,"16",71845996,71931199,FALSE
"5822","YMR192W","ENSG00000142459",15,1,"19",7830233,7864976,FALSE
"5823","YMR192W","ENSG00000132405",12,1,"4",6909242,7033118,FALSE
"5824","YMR192W","ENSG00000067208",16,1,"1",92508696,92792404,FALSE
"5825","YMR192W","ENSG00000011454",21,1,"9",122940833,123104866,FALSE
"5826","YMR192W","ENSG00000065882",15,1,"4",37891087,38139175,FALSE
"5827","YMR192W","ENSG00000136111",16,1,"13",75284665,75482114,FALSE
"5828","YMR192W","ENSG00000108239",10,1,"10",94402504,94535930,FALSE
"5829","YMR192W","ENSG00000152061",16,1,"1",174159410,174995308,FALSE
"5830","YLR274W","ENSG00000100297",47,1,"22",35400063,35425430,TRUE
"5831","YGL043W","ENSG00000187735",27,1,"8",53966552,54022529,FALSE
"5832","YGL043W","ENSG00000204219",26,1,"1",23381061,23424740,FALSE
"5833","YGL043W","ENSG00000171703",26,1,"20",64049836,64072347,FALSE
"5834","YGL043W","ENSG00000176896",17,1,"X",13653189,13681964,FALSE
"5835","YPR189W","ENSG00000198677",18,1,"5",95463895,95555007,FALSE
"5836","YDL103C","ENSG00000197355",36,1,"9",137077501,137084539,TRUE
"5837","YDL103C","ENSG00000117143",39,1,"1",162561506,162599842,TRUE
"5841","YGL135W","ENSG00000198755",59,1,"6",35468408,35470785,FALSE
"5842","YJL155C","ENSG00000170525",44,1,"10",6144934,6235545,FALSE
"5843","YJL155C","ENSG00000158571",45,1,"X",54932961,54998534,FALSE
"5844","YJL155C","ENSG00000123836",44,1,"1",207034366,207081024,FALSE
"5845","YJL155C","ENSG00000114268",45,1,"3",48517684,48562015,FALSE
"5848","YGL082W","ENSG00000128923",25,1,"15",58771192,58861900,FALSE
"5849","YGL082W","ENSG00000143409",22,1,"1",150996086,151008375,FALSE
"5850","YNR048W","ENSG00000235156",4,1,"3",100185824,100194191,FALSE
"5851","YNR048W","ENSG00000112697",30,1,"6",75252924,75284968,FALSE
"5852","YNR048W","ENSG00000182107",28,1,"14",61277370,61281840,FALSE
"5853","YDL134C","ENSG00000104695",62,1,"8",30774457,30814314,FALSE
"5854","YDL134C","ENSG00000149923",50,1,"16",30075978,30085377,FALSE
"5855","YDL134C","ENSG00000113575",62,1,"5",134194334,134226142,FALSE
"5858","YGR204W","ENSG00000163738",12,1,"4",74114174,74303099,FALSE
"5859","YGR204W","ENSG00000100714",57,1,"14",64388031,64463457,FALSE
"5860","YGR204W","ENSG00000120254",49,1,"6",150865549,151101887,FALSE
"5861","YGR204W","ENSG00000065911",12,1,"2",74198562,74217565,FALSE
"5863","YFR005C","ENSG00000168883",32,1,"2",85602856,85649282,TRUE
"5866","YEL020W-A","ENSG00000100575",37,1,"14",58408494,58427614,FALSE
"5867","YEL038W","ENSG00000145293",35,1,"4",82430562,82461091,FALSE
"5869","YLR022C","ENSG00000126524",43,1,"7",66987677,66995601,TRUE
"5870","YMR026C","ENSG00000108733",21,1,"17",35574795,35578863,FALSE
"5873","YGL004C","ENSG00000175575",24,1,"11",73876699,73931124,FALSE
"5875","YPR162C","ENSG00000115947",22,1,"2",147930397,148021604,TRUE
"5877","YEL054C","ENSG00000197958",64,1,"9",127447674,127451405,FALSE
"5879","YKL165C","ENSG00000197563",38,1,"18",62043567,62187118,TRUE
"5880","YPR129W","ENSG00000257103",30,1,"19",34172504,34229515,FALSE
"5881","YPR129W","ENSG00000149657",28,1,"20",62122461,62135378,FALSE
"5882","YDL091C","ENSG00000113194",21,1,"5",176447628,176510074,FALSE
"5883","YDL091C","ENSG00000185104",20,1,"1",50437028,50960263,FALSE
"5884","YJL154C","ENSG00000069329",28,1,"16",46656132,46689518,FALSE
"5894","YGL142C","ENSG00000069943",25,1,"15",55318960,55355648,TRUE
"5895","YKL151C","ENSG00000213995",33,1,"13",110615460,110639993,FALSE
"5899","YOR046C","ENSG00000157349",44,1,"16",70289663,70335283,TRUE
"5900","YOR046C","ENSG00000109832",41,1,"11",125903376,125928829,TRUE
"5901","YOR046C","ENSG00000168872",44,1,"16",70299224,70373383,TRUE
"5902","YOR046C","ENSG00000260537",22,1,"16",70299194,70366260,TRUE
"5905","YBL056W","ENSG00000100614",24,1,"14",60245752,60299087,FALSE
"5906","YBL056W","ENSG00000170836",18,1,"17",60600183,60666280,FALSE
"5907","YBL056W","ENSG00000138032",25,1,"2",44167969,44244384,FALSE
"5908","YBL056W","ENSG00000213889",22,1,"19",45488777,45502510,FALSE
"5909","YER089C","ENSG00000100614",24,1,"14",60245752,60299087,FALSE
"5910","YER089C","ENSG00000170836",17,1,"17",60600183,60666280,FALSE
"5911","YER089C","ENSG00000138032",25,1,"2",44167969,44244384,FALSE
"5912","YER089C","ENSG00000213889",21,1,"19",45488777,45502510,FALSE
"5913","YDL175C","ENSG00000147905",20,1,"9",37120539,37358149,FALSE
"5914","YOR336W","ENSG00000136731",20,1,"2",128091200,128195677,TRUE
"5915","YOR336W","ENSG00000102595",19,1,"13",95801580,96053482,TRUE
"5917","YML131W","ENSG00000140043",22,1,"14",73851844,73886827,FALSE
"5918","YML131W","ENSG00000258653",16,1,"14",73851971,73932278,FALSE
"5919","YML131W","ENSG00000106853",28,1,"9",111549722,111599855,FALSE
"5920","YNL139C","ENSG00000125676",20,1,"X",123600561,123733056,FALSE
"5922","YNL313C","ENSG00000018699",21,1,"2",32628032,32821051,TRUE
"5929","YOR063W","ENSG00000140986",64,1,"16",1943974,1957606,TRUE
"5930","YOR063W","ENSG00000100316",67,1,"22",39312882,39320389,TRUE
"5934","YIR002C","ENSG00000187790",26,1,"14",45135940,45200890,FALSE
"5938","YML110C","ENSG00000110871",45,1,"12",120503274,120534434,FALSE
"5944","YLR170C","ENSG00000280852",51,1,"17",60102183,60102662,FALSE
"5945","YLR170C","ENSG00000106367",50,1,"7",101154397,101161596,FALSE
"5946","YLR170C","ENSG00000182287",51,1,"X",15825806,15855014,FALSE
"5947","YLR170C","ENSG00000152056",45,1,"2",223751686,223838027,FALSE
"5948","YLR170C","ENSG00000100478",28,1,"14",31025106,31096450,FALSE
"5949","YLR170C","ENSG00000042753",37,1,"19",46838136,46850992,FALSE
"5950","YCR057C","ENSG00000241945",42,1,"21",44107290,44131181,TRUE
"5951","YCR057C","ENSG00000275464",42,1,"21",5130871,5154734,TRUE
"5957","YDL033C","ENSG00000100416",29,1,"22",46330875,46357340,FALSE
"5962","YER031C","ENSG00000132698",50,1,"1",156061160,156070514,FALSE
"5963","YER031C","ENSG00000167578",41,1,"19",40778216,40796944,FALSE
"5964","YER031C","ENSG00000137502",35,1,"11",82973133,83071923,FALSE
"5965","YER031C","ENSG00000129472",41,1,"14",21459020,21476973,FALSE
"5966","YER031C","ENSG00000168118",40,1,"1",229271062,229305894,FALSE
"5967","YER031C","ENSG00000172780",39,1,"3",129087569,129122801,FALSE
"5968","YER031C","ENSG00000103769",59,1,"15",65726054,65891991,FALSE
"5969","YER031C","ENSG00000171570",41,1,"19",40778242,40808198,FALSE
"5970","YER031C","ENSG00000188060",12,1,"1",28592200,28595443,FALSE
"5971","YER031C","ENSG00000155961",35,1,"X",155258241,155264589,FALSE
"5972","YER031C","ENSG00000104388",40,1,"8",60516857,60623627,FALSE
"5973","YER031C","ENSG00000119396",44,1,"9",121178137,121223014,FALSE
"5974","YER031C","ENSG00000179331",35,1,"11",107928503,107963482,FALSE
"5975","YER031C","ENSG00000185236",60,1,"19",8389981,8404434,FALSE
"5976","YER031C","ENSG00000146955",35,1,"7",140404043,140426250,FALSE
"5978","YOR006C","ENSG00000007520",35,1,"16",1349240,1351911,FALSE
"5985","YER168C","ENSG00000072756",19,1,"3",3126916,3150879,TRUE
"5988","YFR032C-A","ENSG00000162244",66,1,"3",51993600,51995942,FALSE
"5990","YOR332W","ENSG00000250565",35,1,"2",46490750,46542557,FALSE
"5991","YOR332W","ENSG00000131100",32,1,"22",17592136,17628818,FALSE
"5993","YOL010W","ENSG00000120158",36,1,"9",4792869,4885917,TRUE
"5994","YOL010W","ENSG00000281007",19,1,"9",4834156,4860275,TRUE
"5995","YOL010W","ENSG00000137996",22,1,"1",100266207,100292769,TRUE
"5996","YDL042C","ENSG00000089163",11,1,"12",120302316,120313249,FALSE
"5997","YDL042C","ENSG00000124523",13,1,"6",13574529,13615158,FALSE
"5998","YDL042C","ENSG00000096717",25,1,"10",67884669,67918390,FALSE
"6001","YNL148C","ENSG00000204843",13,1,"2",74361154,74392087,FALSE
"6002","YNL148C","ENSG00000105254",23,1,"19",36114289,36125947,FALSE
"6003","YNL148C","ENSG00000264324",1,1,"2",74211604,74363377,FALSE
"6005","YGL078C","ENSG00000165732",29,1,"10",68956128,68985073,FALSE
"6006","YGL078C","ENSG00000107625",31,1,"10",68901278,68946847,FALSE
"6008","YIL065C","ENSG00000214253",25,1,"7",101239458,101252316,FALSE
"6010","YKR074W","ENSG00000186132",32,1,"2",119302225,119366828,FALSE
"6016","YCL057W","ENSG00000123213",34,1,"5",65722196,65871725,FALSE
"6017","YCL057W","ENSG00000172009",35,1,"19",2785460,2815807,FALSE
"6018","YHR102W","ENSG00000154310",23,1,"3",171061339,171460408,TRUE
"6019","YHR102W","ENSG00000141503",22,1,"17",4833388,4898061,TRUE
"6020","YHR102W","ENSG00000071054",21,1,"2",101696850,101894689,TRUE
"6021","YHR102W","ENSG00000123572",21,1,"X",105822543,105958610,TRUE
"6022","YDR117C","ENSG00000143486",24,1,"1",206571292,206612463,FALSE
"6023","YLR245C","ENSG00000158825",37,1,"1",20588948,20618908,FALSE
"6025","YLR185W","ENSG00000145592",65,1,"5",40825262,40835335,FALSE
"6026","YGL216W","ENSG00000121621",31,1,"11",28020620,28108308,FALSE
"6027","YGL216W","ENSG00000186185",26,1,"17",44924709,44947711,FALSE
"6028","YGL216W","ENSG00000089177",21,1,"20",16272104,16573433,FALSE
"6029","YGL216W","ENSG00000197892",21,1,"8",29067279,29263124,FALSE
"6030","YGL216W","ENSG00000130294",21,1,"2",240713764,240820308,FALSE
"6031","YGL216W","ENSG00000196169",27,1,"17",74326210,74355820,FALSE
"6032","YGL216W","ENSG00000054523",22,1,"1",10210805,10381603,FALSE
"6033","YGL216W","ENSG00000079616",16,1,"16",29790719,29805385,FALSE
"6034","YGL216W","ENSG00000118193",20,1,"1",200551497,200620734,FALSE
"6035","YGL216W","ENSG00000137177",21,1,"6",17759183,17987623,FALSE
"6036","YGL216W","ENSG00000129250",20,1,"17",4997948,5028401,FALSE
"6040","YDR492W","ENSG00000163291",24,1,"4",78887127,78939438,FALSE
"6041","YDR492W","ENSG00000162073",18,1,"16",2969245,2973489,FALSE
"6042","YDR492W","ENSG00000006831",28,1,"12",1688574,1788678,FALSE
"6043","YDR492W","ENSG00000159346",27,1,"1",202940823,202958572,FALSE
"6045","YOL114C","ENSG00000167862",27,1,"17",75012670,75021261,FALSE
"6046","YNL288W","ENSG00000144580",45,1,"2",218568580,218597080,FALSE
"6047","YGR096W","ENSG00000125454",27,1,"17",75272981,75289510,FALSE
"6049","YJL008C","ENSG00000156261",46,1,"21",29055805,29073797,TRUE
"6050","YJL008C","ENSG00000198445",26,1,"22",16590751,16592810,TRUE
"6053","YHR094C","ENSG00000160326",18,1,"9",133471095,133479137,FALSE
"6054","YHR094C","ENSG00000136856",22,1,"9",127397138,127408424,FALSE
"6057","YPR029C","ENSG00000081014",18,1,"15",50908672,51005900,FALSE
"6058","YPR029C","ENSG00000166747",29,1,"16",71729000,71809201,FALSE
"6059","YPR029C","ENSG00000213983",27,1,"14",23559565,23568070,FALSE
"6060","YNL318C","ENSG00000160326",18,1,"9",133471095,133479137,FALSE
"6061","YNL318C","ENSG00000136856",18,1,"9",127397138,127408424,FALSE
"6063","YHR165C","ENSG00000174231",60,1,"17",1650629,1684882,TRUE
"6065","YOR272W","ENSG00000047056",20,1,"10",1049538,1132297,TRUE
"6066","YOR272W","ENSG00000138442",28,1,"2",202874782,203014798,TRUE
"6068","YOL040C","ENSG00000115268",61,1,"19",1438358,1440494,TRUE
"6074","YBL013W","ENSG00000103707",21,1,"15",65001512,65029639,FALSE
"6081","YLL018C","ENSG00000115866",51,1,"2",135906677,135986100,TRUE
"6087","YOR241W","ENSG00000136877",38,1,"9",127794597,127814327,FALSE
"6088","YDR382W","ENSG00000177600",55,1,"11",809647,812880,FALSE
"6091","YNL102W","ENSG00000101868",31,1,"X",24693919,24996986,TRUE
"6092","YML014W","ENSG00000137760",35,1,"11",107502726,107565746,FALSE
"6093","YML014W","ENSG00000250305",34,1,"8",12945642,13031503,FALSE
"6096","YKR009C","ENSG00000132631",2,1,"20",18813726,18814392,FALSE
"6097","YKR009C","ENSG00000116171",9,1,"1",52927229,53051703,FALSE
"6098","YKR009C","ENSG00000133835",20,1,"5",119452443,119637199,FALSE
"6102","YPR024W","ENSG00000136758",36,1,"10",27110112,27155266,FALSE
"6103","YOR289W","ENSG00000144233",28,1,"2",127861630,127885922,FALSE
"6104","YOR289W","ENSG00000101935",28,1,"X",110194186,110440233,FALSE
"6105","YLR259C","ENSG00000144381",53,1,"2",197486581,197516737,TRUE
"6110","YDR496C","ENSG00000080608",21,1,"9",2720469,2844241,FALSE
"6112","YPL042C","ENSG00000155111",29,1,"6",110609978,110815958,FALSE
"6113","YPL042C","ENSG00000132964",28,1,"13",26254104,26405238,FALSE
"6114","YJL133W","ENSG00000147454",39,1,"8",23528805,23575463,FALSE
"6115","YJL133W","ENSG00000155287",37,1,"10",99610522,99620609,FALSE
"6117","YCL040W","ENSG00000160883",30,1,"5",176880869,176899332,FALSE
"6118","YCL040W","ENSG00000106633",26,1,"7",44144271,44198170,FALSE
"6119","YCL040W","ENSG00000156510",30,1,"10",69220303,69267559,FALSE
"6120","YCL040W","ENSG00000156515",30,1,"10",69269984,69401882,FALSE
"6121","YCL040W","ENSG00000159399",34,1,"2",74833981,74893359,FALSE
"6126","YBR186W","ENSG00000071539",22,1,"5",892643,919357,FALSE
"6131","YLR133W","ENSG00000100288",15,1,"22",50578949,50601455,FALSE
"6132","YLR133W","ENSG00000143845",14,1,"1",204131062,204152003,FALSE
"6133","YLR133W","ENSG00000110721",16,1,"11",68052859,68121444,FALSE
"6134","YLR133W","ENSG00000254413",2,1,"22",50568869,50582965,FALSE
"6135","YLR133W","ENSG00000139163",15,1,"12",22625075,22690665,FALSE
"6137","YPR192W","ENSG00000135517",21,1,"12",56449502,56469166,FALSE
"6138","YPR192W","ENSG00000161798",22,1,"12",49961870,49965681,FALSE
"6139","YPR192W","ENSG00000171885",22,1,"18",26852038,26865818,FALSE
"6140","YPR192W","ENSG00000240583",24,1,"7",30911855,30925516,FALSE
"6141","YPR192W","ENSG00000250424",22,1,"7",30852273,30923812,FALSE
"6142","YPR192W","ENSG00000086159",22,1,"12",49967194,49977139,FALSE
"6143","YPR192W","ENSG00000103375",20,1,"16",25215731,25228940,FALSE
"6144","YPR192W","ENSG00000167580",23,1,"12",49950741,49958881,FALSE
"6145","YMR189W","ENSG00000178445",50,1,"9",6532464,6645650,FALSE
"6150","YDR111C","ENSG00000167701",43,1,"8",144502973,144507174,FALSE
"6151","YDR111C","ENSG00000166123",44,1,"16",46884378,46931297,FALSE
"6153","YDR172W","ENSG00000112339",30,1,"6",134960378,135103056,TRUE
"6154","YDR172W","ENSG00000103342",39,1,"16",11868128,11916082,TRUE
"6155","YDR172W","ENSG00000189369",39,1,"X",51743431,51746232,TRUE
"6160","YDL230W","ENSG00000110786",18,1,"11",18727928,18792721,FALSE
"6161","YDL230W","ENSG00000153233",19,1,"12",70638073,70920843,FALSE
"6162","YDL230W","ENSG00000143851",17,1,"1",202147013,202161588,FALSE
"6169","YHR148W","ENSG00000177971",54,1,"15",75639085,75648706,TRUE
"6172","YJL005W","ENSG00000040199",12,1,"16",71637835,71724701,TRUE
"6173","YJL005W","ENSG00000081913",12,1,"18",62715450,62980433,TRUE
"6178","YJR006W","ENSG00000106628",30,1,"7",44114681,44124358,TRUE
"6180","YJL115W","ENSG00000111875",33,1,"6",118894220,118909167,FALSE
"6181","YJL115W","ENSG00000105011",34,1,"19",14119509,14136956,FALSE
"6182","YLR262C","ENSG00000175582",60,1,"11",73675638,73761137,FALSE
"6183","YLR262C","ENSG00000222014",56,1,"2",129979664,129982738,FALSE
"6184","YLR262C","ENSG00000154917",60,1,"3",133824239,133895836,FALSE
"6185","YLR262C","ENSG00000100228",32,1,"22",23145326,23164350,FALSE
"6186","YLR262C","ENSG00000109113",26,1,"17",28714281,28718429,FALSE
"6187","YLR262C","ENSG00000147127",49,1,"X",70282093,70285002,FALSE
"6188","YDR386W","ENSG00000172732",22,1,"11",65857126,65867653,FALSE
"6190","YLR422W","ENSG00000150760",16,1,"10",126905409,127452517,FALSE
"6191","YLR422W","ENSG00000134516",15,1,"5",169637247,170083382,FALSE
"6192","YLR422W","ENSG00000088538",17,1,"3",50675241,51384198,FALSE
"6193","YLR422W","ENSG00000128512",17,1,"7",111726110,112206411,FALSE
"6194","YLR422W","ENSG00000147459",17,1,"8",25184723,25418082,FALSE
"6197","YFR010W","ENSG00000101557",32,1,"18",158383,214629,FALSE
"6202","YPR103W","ENSG00000222028",39,1,"14",23042167,23044276,TRUE
"6203","YPR103W","ENSG00000204264",47,1,"6",32840717,32844703,TRUE
"6204","YPR103W","ENSG00000100804",49,1,"14",23016543,23035230,TRUE
"6205","YBL088C","ENSG00000149311",17,1,"11",108222484,108369102,FALSE
"6206","YJR122W","ENSG00000181873",19,1,"1",228165815,228182257,FALSE
"6210","YDL245C","ENSG00000160326",18,1,"9",133471095,133479137,FALSE
"6211","YDL245C","ENSG00000136856",21,1,"9",127397138,127408424,FALSE
